Nev,PartnerId,CimId,IsSzekhely,IsSzamlazasiCim,IsSzallitasiCim,Bankszamlaszam,KulsoId,IsIrasvedett,IsFizetesHitelSzamla,Id,FId,Dt,EFId,EDt,Verzio,D,Partner.Nev,Partner.RovidNev,Partner.Kod,Partner.KAdoalanyTipus,Partner.Adoszam,Partner.Cegjegyzekszam,Partner.FelirAzonosito,Partner.IsVevo,Partner.IsSzallito,Partner.IsKulfoldi,Partner.IsEUTag,Partner.AlapertelmezettFizetesiModId,Partner.IsTiltva,Partner.KulsoId,Partner.KulsoEDt,Partner.IsIrasvedett,Partner.ListPartnerCsoportId,Partner.KAdoalanyTipusNev,Partner.Id,Partner.FId,Partner.Dt,Partner.EFId,Partner.EDt,Partner.Verzio,Partner.D,Partner.Megjegyzes,Cim.TelepulesId,Cim.KozteruletNev,Cim.KozteruletJellegId,Cim.Hazszam,Cim.Epulet,Cim.Lepcsohaz,Cim.Szint,Cim.Ajto,Cim.Hrsz,Cim.D,Cim.Telepules.Iranyitoszam,Cim.Telepules.Nev,Cim.Telepules.OrszagId,Cim.Telepules.Id,Cim.Telepules.FId,Cim.Telepules.Dt,Cim.Telepules.EFId,Cim.Telepules.EDt,Cim.Telepules.Verzio,Cim.Telepules.D,Cim.KozteruletJelleg.Nev,Cim.KozteruletJelleg.MegjelenitesiSorrend,Cim.KozteruletJelleg.Id,Cim.KozteruletJelleg.FId,Cim.KozteruletJelleg.Dt,Cim.KozteruletJelleg.EFId,Cim.KozteruletJelleg.EDt,Cim.KozteruletJelleg.Verzio,Cim.KozteruletJelleg.D,Cim.FormazottCim,Cim.Id,Cim.FId,Cim.Dt,Cim.Verzio,KulsoEDt,Megjegyzes,KapcsolattartoNev,KapcsolattartoTelefonszam,KapcsolattartoEmail,KapcsolattartoFax,JovedekiEngedelyszam,MukodesiEngedelyszam,Partner.AlapertelmezettFizetesiHataridoId,Partner.EgyeniVallalkozoNyilvantartasiSzam
Horváth Csaba,1610608,1586578,True,True,True,,,False,False,1610609,1020148,2022-10-18T05:28:36,1020148,2022-10-18T05:28:36,1823580,0,Horváth Csaba,Horváth Csaba,1000257,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1610608,1020148,2022-10-18T05:27:28,1020148,2022-10-18T05:27:28,1823577,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Makai Jánosné,1610627,1586578,True,True,True,,,False,False,1610652,1020148,2022-10-18T05:30:06,1020148,2022-10-18T05:30:06,1823632,0,Makai Jánosné,Makai,1000258,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1610627,1020148,2022-10-18T05:29:13,1020148,2022-10-18T05:29:13,1823600,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Pachmann Zsuzsanna,1610653,1586578,True,True,True,,,False,False,1610663,1020148,2022-10-18T05:31:55,1020148,2022-10-18T05:31:55,1823647,0,Pachmann Zsuzsanna,Pachmann,1000259,2,,,,True,False,False,False,,False,,,False,[],Magánszemély,1610653,1020148,2022-10-18T05:30:49,1020148,2022-10-18T05:30:49,1823635,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,,
Fehér János,1610688,1586578,True,True,True,,,False,False,1610702,1020148,2022-10-18T05:33:26,1020148,2022-10-18T05:33:26,1823695,0,Fehér János,Fehér János,1000260,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1610688,1020148,2022-10-18T05:32:39,1020148,2022-10-18T05:32:39,1823679,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Varga János,1610703,1586578,True,True,True,,,False,False,1610721,1020148,2022-10-18T05:35:09,1020148,2022-10-18T05:35:09,1823722,0,Varga János,Varga János,1000261,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1610703,1020148,2022-10-18T05:34:10,1020148,2022-10-18T05:34:10,1823698,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Góman Éva,1610759,1586578,True,True,True,,,False,False,1610786,1020148,2022-10-18T05:37:00,1020148,2022-10-18T05:37:00,2243101,0,Góman Éva,Góman Éva,1000262,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1610759,1020148,2022-10-18T05:36:07,1020148,2022-11-10T10:08:17,2243100,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Simon Ferenc,1610802,1586578,True,True,True,,,False,False,1610841,1020148,2022-10-18T05:38:42,1020148,2022-10-18T05:38:42,1823877,0,Simon Ferenc,Simon Ferenc,1000263,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1610802,1020148,2022-10-18T05:37:41,1020148,2022-10-18T05:37:41,1823824,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Kiss László,1610866,1586578,True,True,True,,,False,False,1610874,1020148,2022-10-18T05:40:16,1020148,2022-10-18T05:40:16,1823918,0,Kiss László,Kiss László,1000264,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1610866,1020148,2022-10-18T05:39:18,1020148,2022-10-18T05:39:18,1823907,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Kolompár Beatrix,1610911,1586578,True,True,True,,,False,False,1610957,1020148,2022-10-18T05:41:41,1020148,2022-10-18T05:41:41,2243631,0,Kolompár Beatrix,Kolompár Beatrix,1000265,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1610911,1020148,2022-10-18T05:40:55,1020148,2022-11-10T10:20:30,2243630,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Dániel István,1611006,1586578,True,True,True,,,False,False,1611024,1020148,2022-10-18T05:43:29,1020148,2022-10-18T05:43:29,1824119,0,Dániel István,Dániel István,1000266,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1611006,1020148,2022-10-18T05:42:42,1020148,2022-10-18T05:42:42,1824099,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Farkas Tímea,,,,,,1005838.0,
Imre János,1611223,1586578,True,True,True,,,False,False,1611273,1020148,2022-10-18T05:46:59,1020148,2022-10-18T05:46:59,2243912,0,tiltott,tiltott,1000267,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1611223,1020148,2022-10-18T05:46:14,1020148,2022-11-10T10:24:28,2243911,0,Szociális Otthon,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Jónás Mária,1611323,1586578,True,True,True,,,False,False,1611369,1020148,2022-10-18T05:49:02,1020148,2022-10-18T05:49:02,1824571,0,Jónás Mária,Jónás Mária,1000268,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1611323,1020148,2022-10-18T05:47:59,1020148,2022-10-18T05:47:59,1824503,0,Szociális Otthon,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Kenyeres Ferencné,,,,,,1005838.0,
Kötél Katalin,1611402,1586578,True,True,True,,,False,False,1611433,1020148,2022-10-18T05:50:38,1020148,2022-10-18T05:50:38,1824654,0,Kötél Katalin,Kötél Katalin,1000269,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1611402,1020148,2022-10-18T05:49:47,1020148,2022-10-18T05:49:47,1824621,0,Szociális Otthon,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Kenyeres Ferencné,,,,,,1005838.0,
Kötél János,1611457,1586578,True,True,True,,,False,False,1611472,1020148,2022-10-18T05:52:06,1020148,2022-10-18T05:52:06,1824714,0,Kötél János,Kötél János,1000270,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1611457,1020148,2022-10-18T05:51:22,1020148,2022-10-18T05:51:22,1824693,0,Szociális Otthon,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,Kenyeres Ferencné,,,,,,1005838.0,
Czetli Zsuzsanna,1611481,1586578,True,True,True,,,False,False,1611482,1020148,2022-10-18T05:54:09,1020148,2022-10-18T05:54:09,1824731,0,Czetli Zsuzsanna,Czetli Zuzsanna,1000271,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1611481,1020148,2022-10-18T05:53:06,1020148,2022-10-18T05:53:06,1824727,0,Szociális Otthon,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,1005838.0,
Arany János Mezőgazdasági Kft,1620249,1620250,True,True,True,,,False,False,1620251,1020148,2022-10-19T06:19:03,1020148,2022-10-19T06:19:03,1875214,0,Arany János Mezőgazdasági Kft,Arany János Mg.Kft,1000272,0,24793485-2-07,,,True,False,False,False,,False,,,False,[],Cég,1620249,1020148,2022-10-19T06:17:48,1020148,2022-10-19T06:17:48,1875210,0,,1003619,Tavasz,1005681,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,major,999,1005681,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006479,0,"7011 Alap, Tavasz major 1",1620250,1020148,2022-10-19T06:19:03,33451990,,,,,,,,,,
Alsószentiván Község Önkormányzata,1620283,1620284,True,True,True,,,False,False,1620285,1020148,2022-10-19T06:22:23,1020148,2022-10-19T06:22:23,1875264,0,Alsószentiván Község Önkormányzata,Alsószentiván közs.önk,1000273,0,15364359-1-07,,,True,False,False,False,,False,,,False,[],Cég,1620283,1020148,2022-10-19T06:21:11,1020148,2022-10-19T06:21:11,1875259,0,,1003620,Béke,1005743,56/A,,,,,,0,7012,Alsószentiván,1001210,1003620,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004418,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"7012 Alsószentiván, Béke utca 56/A",1620284,1020148,2022-10-19T06:22:23,33451991,,,,,,,,,,
Háló Dél-Mezőf.Szoc. És Gyejó.S,1620303,1620371,True,True,True,,,False,False,1620372,1020148,2022-10-19T06:28:36,1020148,2022-10-19T06:28:36,1875381,0,Háló Dél-Mezőf.Szoc. és Gyejó.S,Háló Dél-Mezőf,1000274,0,15762441-2-07,,,True,False,False,False,,False,,,False,[],Cég,1620303,1020148,2022-10-19T06:26:07,1020148,2022-10-19T06:26:07,1875290,0,,1003621,Deák Ferenc,1005741,44,,,,,,0,7013,Cece,1001210,1003621,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004419,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"7013 Cece, Deák Ferenc út 44",1620371,1020148,2022-10-19T06:28:36,33451992,,,,,,,,,,
Imre János,1620451,1586578,True,True,True,,,False,False,1620463,1020148,2022-10-19T06:31:55,1020148,2022-10-19T06:31:55,1875496,0,Imre János,Imre János,1000275,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1620451,1020148,2022-10-19T06:30:20,1020148,2022-10-19T06:30:20,1875477,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Jónás Mária,1620464,1588072,True,True,True,,,False,False,1620465,1020148,2022-10-19T06:33:00,1020148,2022-10-19T06:33:00,1875613,0,Jónás Mária,Jónás Mária,1000276,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1620464,1020148,2022-10-19T06:32:27,1020148,2022-10-19T06:36:01,1875612,0,,1003619,Arany,1005730,,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya ",1588072,1020148,2022-10-14T12:49:40,33451989,,,,,,,,,1005839.0,
Kötél Katalin,1620505,1586578,True,True,True,,,False,False,1620518,1020148,2022-10-19T06:34:32,1020148,2022-10-19T06:34:32,1875566,0,Kötél Katalin,Kötél Katalin,1000277,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1620505,1020148,2022-10-19T06:33:42,1020148,2022-10-19T06:33:42,1875552,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,1005839.0,
Kötél János,1620614,1586578,True,True,True,,,False,False,1620718,1020148,2022-10-19T06:37:35,1020148,2022-10-19T06:37:35,1875866,0,Kötél János,Kötél János,1000278,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1620614,1020148,2022-10-19T06:37:03,1020148,2022-10-19T06:37:03,1875670,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,1005839.0,
Czetli Zsuzsanna,1620745,1586578,True,True,True,,,False,False,1620764,1020148,2022-10-19T06:38:57,1020148,2022-10-19T06:38:57,1875917,0,Czetli Zsuzsanna,Czetli,1000279,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1620745,1020148,2022-10-19T06:38:13,1020148,2022-10-19T06:38:13,1875894,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,1005839.0,
Imre József,1620799,1586578,True,True,True,,,False,False,1620800,1020148,2022-10-19T06:40:08,1020148,2022-10-19T06:40:08,1875967,0,Imre József,Imre József,1000280,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1620799,1020148,2022-10-19T06:39:30,1020148,2022-10-19T06:39:30,1875965,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,1005839.0,
Právics Tibor,1620842,1586578,True,True,True,,,False,False,1620868,1020148,2022-10-19T06:41:43,1020148,2022-10-19T06:41:43,1876052,0,Právics Tibor,Právics Tibor,1000281,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1620842,1020148,2022-10-19T06:41:08,1020148,2022-10-19T06:41:08,1876010,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Koós Erzsébet,1620874,1586578,True,True,True,,,False,False,1620892,1020148,2022-10-19T06:42:52,1020148,2022-10-19T06:42:52,1876079,0,Koós Erzsébet,Koós Erzsébet,1000282,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1620874,1020148,2022-10-19T06:42:17,1020148,2022-10-19T06:42:17,1876059,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Lakatos Rómeó,1620893,1586578,True,True,True,,,False,False,1620894,1020148,2022-10-19T06:44:16,1020148,2022-10-19T06:44:16,1876083,0,Lakatos Rómeó,Lakatos Rómeó,1000283,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1620893,1020148,2022-10-19T06:43:41,1020148,2022-10-19T06:43:41,1876081,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Fekete Hortenzia,1620913,1586578,True,True,True,,,False,False,1620932,1020148,2022-10-19T06:45:35,1020148,2022-10-19T06:45:35,1876123,0,Fekete Hortenzia,Fekete Hortenzia,1000284,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1620913,1020148,2022-10-19T06:45:03,1020148,2022-10-19T06:45:03,1876103,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Kovács Krisztina,1620934,1586578,True,True,True,,,False,False,1620985,1020148,2022-10-19T06:46:44,1020148,2022-10-19T06:46:44,1876204,0,Kovács Krisztina,Kovács Krisztina,1000285,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1620934,1020148,2022-10-19T06:46:09,1020148,2022-10-19T06:46:09,1876126,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Barkóczi Glória,1620988,1586578,True,True,True,,,False,False,1621003,1020148,2022-10-19T06:47:58,1020148,2022-10-19T06:47:58,1876359,0,Barkóczi Glória,Barkóczi Glória,1000286,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1620988,1020148,2022-10-19T06:47:24,1020148,2022-10-19T06:47:24,1876342,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Terebesi Roland,1621011,1586578,True,True,True,,,False,False,1621012,1020148,2022-10-19T06:49:06,1020148,2022-10-19T06:49:06,1876371,0,Terebesi Roland,Terbesi Roland,1000287,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621011,1020148,2022-10-19T06:48:33,1020148,2022-10-19T06:48:33,1876369,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Jóni Csaba,1621013,1586578,True,True,True,,,False,False,1621014,1020148,2022-10-19T06:50:03,1020148,2022-10-19T06:50:03,1876375,0,Jóni Csaba,Jóni Csaba,1000288,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621013,1020148,2022-10-19T06:49:33,1020148,2022-10-19T06:49:33,1876373,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Szegedi Kinga,1621015,1586578,True,True,True,,,False,False,1621016,1020148,2022-10-19T06:51:01,1020148,2022-10-19T06:51:01,1876378,0,Szegedi Kinga,Szegedi Kinga,1000289,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621015,1020148,2022-10-19T06:50:32,1020148,2022-10-19T06:50:32,1876377,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Kaczkó Ágnes,1621017,1586578,True,True,True,,,False,False,1621023,1020148,2022-10-19T06:52:23,1020148,2022-10-19T06:52:23,2269199,0,Kaczkó Ágnes,Kaczkó Ágnes,1000290,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1621017,1020148,2022-10-19T06:51:45,1020148,2022-11-11T15:08:46,2269198,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Klis Annamária,1621047,1586578,True,True,True,,,False,False,1621088,1020148,2022-10-19T06:53:29,1020148,2022-10-19T06:53:29,1876474,0,Klis Annamária,Klis Annamária,1000291,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621047,1020148,2022-10-19T06:53:00,1020148,2022-10-19T06:53:00,1876424,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Ollári Péter,1621118,1586578,True,True,True,,,False,False,1621131,1020148,2022-10-19T06:54:29,1020148,2022-10-19T06:54:29,1876525,0,Ollári Péter,Ollári Péter,1000292,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621118,1020148,2022-10-19T06:54:03,1020148,2022-10-19T06:54:03,1876511,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Kertai Ágnes,1621160,1586578,True,True,True,,,False,False,1621185,1020148,2022-10-19T06:55:57,1020148,2022-10-19T06:55:57,1876598,0,Kertai Ágnes,Kertai Ágnes,1000293,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621160,1020148,2022-10-19T06:55:17,1020148,2022-10-19T06:55:17,1876568,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
